Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,Pie Flavor,Quantity,,
10734,26/03/2020,Mali,Cherry,4," 2,950 ",11800.00,Slice,In-Store,Yes,,,,,
10735,26/03/2020,Mauritania,Cherry,3," 5,452 ",16356.00,Slice,In-Store,No,,,,,
10736,26/03/2020,Mauritius,Cherry,4," 4,559 ",18236.00,Slice,In-Store,No,,,,,
10737,07/01/2021,Morocco,Strawberry Rhubarb,5," 3,312 ",16560.00,Whole,Pre-Order,No,,,,,
10738,05/08/2021,Mozambique,Pumpkin,5," 8,511 ",42555.00,Whole,Pre-Order,Yes,,,,,
10739,17/04/2020,Namibia,Fudge,4," 8,325 ",33300.00,Slice,Pre-Order,No,,,,,
10740,17/04/2020,Niger,Cherry,4," 2,889 ",11556.00,Slice,Pre-Order,Yes,,,,,
10741,17/04/2020,Nigeria,Fudge,4," 7,967 ",31868.00,Whole,Pre-Order,No,,,,,
10742,17/04/2020,Rwanda,Cherry,4," 1,157 ",4628.00,Slice,Pre-Order,Yes,,,,,
10743,17/04/2020,Sao Tome & Principe,Cherry,3," 4,924 ",14772.00,Whole,In-Store,No,,,,,
10744,17/04/2020,Senegal,Apple,1," 8,599 ",8599.00,Whole,In-Store,No,,,,,
10745,17/04/2020,Seychelles,Cherry,3," 7,785 ",23355.00,Slice,Pre-Order,Yes,,,,,
10746,17/11/2020,Sierra Leone,Pumpkin,1," 8,185 ",8185.00,Slice,In-Store,No,,,,,
10747,17/04/2020,Somalia,Apple,3," 3,404 ",10212.00,Whole,Pre-Order,Yes,,,,,
10748,17/04/2020,South Africa,Apple,3," 6,169 ",18507.00,Slice,In-Store,No,,,,,
10749,17/04/2020,South Sudan,Apple,3," 6,585 ",19755.00,Slice,Pre-Order,Yes,,,,,
10750,17/04/2020,Sudan,Apple,4," 5,085 ",20340.00,Slice,Pre-Order,Yes,,,,,
10751,19/03/2021,Tanzania,Fudge,3," 4,212 ",12636.00,Whole,Pre-Order,Yes,,,,,
10752,19/03/2021,Togo,Fudge,5," 8,127 ",40635.00,Whole,In-Store,Yes,,,,,
10753,19/03/2021,Tunisia,Apple,3," 6,465 ",19395.00,Slice,Pre-Order,No,,,,,
10754,19/03/2021,Uganda,Fudge,4," 3,726 ",14904.00,Whole,In-Store,No,,,,,
10755,19/03/2021,Zambia,Blueberry,4," 3,763 ",15052.00,Whole,In-Store,No,,,,,
10756,19/03/2021,Zimbabwe,Apple,5," 6,934 ",34670.00,Slice,In-Store,No,,,,,
10757,19/03/2021,Algeria,Blueberry,5," 1,779 ",8895.00,Slice,In-Store,Yes,,,,,
10758,19/03/2021,Angola,Apple,5," 7,292 ",36460.00,Slice,Pre-Order,Yes,,,,,
10759,19/03/2021,Benin,Strawberry Rhubarb,2," 7,646 ",15292.00,Whole,In-Store,Yes,,,,,
10760,16/09/2020,Botswana,Apple,1," 4,627 ",4627.00,Whole,In-Store,Yes,,,,,
10761,16/09/2020,Burkina Faso,Apple,2," 3,911 ",7822.00,Whole,In-Store,Yes,,,,,
10762,16/09/2020,Burundi,Apple,1," 4,718 ",4718.00,Whole,In-Store,No,,,,,
10763,16/09/2020,Cabo Verde,Strawberry Rhubarb,5," 3,128 ",15640.00,Slice,Pre-Order,No,,,,,
10764,16/09/2020,Cameroon,Strawberry Rhubarb,2," 6,077 ",12154.00,Whole,In-Store,Yes,,,,,
10765,16/09/2020,Central African Republic,Strawberry Rhubarb,5," 3,980 ",19900.00,Slice,In-Store,No,,,,,
10766,16/09/2020,Chad,Strawberry Rhubarb,3," 9,825 ",29475.00,Whole,In-Store,Yes,,,,,
10767,16/09/2020,Comoros,Strawberry Rhubarb,5," 9,787 ",48935.00,Slice,In-Store,Yes,,,,,
10768,16/09/2020,Congo,Strawberry Rhubarb,2," 1,880 ",3760.00,Slice,In-Store,Yes,,,,,
10769,16/09/2020,Côte d'Ivoire,Strawberry Rhubarb,1," 5,877 ",5877.00,Slice,Pre-Order,No,,,,,
10770,16/09/2020,Djibouti,Strawberry Rhubarb,4," 7,160 ",28640.00,Slice,In-Store,Yes,,,,,
10771,16/09/2020,DR Congo,Strawberry Rhubarb,2," 1,325 ",2650.00,Whole,Pre-Order,No,,,,,
10772,07/11/2020,Egypt,Apple,5," 7,503 ",37515.00,Whole,In-Store,Yes,,,,,
10773,07/11/2020,Equatorial Guinea,Apple,4," 4,865 ",19460.00,Whole,Pre-Order,Yes,,,,,
10774,17/09/2021,Eritrea,Strawberry Rhubarb,1," 1,000 ",1000.00,Whole,In-Store,Yes,,,,,
10775,17/09/2021,Eswatini,Strawberry Rhubarb,3," 6,817 ",20451.00,Whole,Pre-Order,No,,,,,
10776,17/09/2021,Ethiopia,Strawberry Rhubarb,4," 4,063 ",16252.00,Whole,In-Store,No,,,,,
10777,17/09/2021,Gabon,Strawberry Rhubarb,1," 5,478 ",5478.00,Slice,In-Store,No,,,,,
10778,17/09/2021,Gambia,Strawberry Rhubarb,1," 7,374 ",7374.00,Whole,Pre-Order,No,,,,,
10779,01/10/2019,Ghana,Fudge,4," 3,146 ",12584.00,Whole,Pre-Order,No,,,,,
10780,01/10/2019,Guinea,Fudge,4," 2,365 ",9460.00,Whole,In-Store,Yes,,,,,
10781,01/10/2019,Guinea-Bissau,Fudge,4," 1,567 ",6268.00,Slice,In-Store,No,,,,,
10782,01/10/2019,Kenya,Fudge,2," 6,788 ",13576.00,Slice,Pre-Order,Yes,,,,,
10783,01/10/2019,Lesotho,Apple,5," 1,159 ",5795.00,Slice,Pre-Order,No,,,,,
10784,01/10/2019,Liberia,Fudge,4," 9,828 ",39312.00,Whole,Pre-Order,No,,,,,
10785,01/10/2019,Libya,Blueberry,4," 6,923 ",27692.00,Whole,Pre-Order,Yes,,,,,
10786,01/10/2019,Madagascar,Apple,2," 5,288 ",10576.00,Slice,In-Store,No,,,,,
10787,01/10/2019,Malawi,Blueberry,2," 5,506 ",11012.00,Slice,In-Store,Yes,,,,,
10788,01/10/2019,Mali,Apple,1," 2,489 ",2489.00,Whole,Pre-Order,Yes,,,,,
10789,01/10/2019,Mauritania,Strawberry Rhubarb,3," 7,087 ",21261.00,Whole,Pre-Order,Yes,,,,,
10790,01/10/2019,Mauritius,Blueberry,4," 7,017 ",28068.00,Slice,Pre-Order,No,,,,,
10791,01/10/2019,Morocco,Apple,2," 4,329 ",8658.00,Whole,Pre-Order,Yes,,,,,
10792,01/10/2019,Mozambique,Blueberry,3," 9,773 ",29319.00,Slice,Pre-Order,No,,,,,
10793,19/12/2020,Namibia,Apple,1," 9,889 ",9889.00,Slice,In-Store,Yes,,,,,
10794,19/12/2020,Niger,Apple,5," 2,506 ",12530.00,Slice,Pre-Order,No,,,,,
10795,29/11/2021,Nigeria,Pumpkin,2," 7,571 ",15142.00,Whole,Pre-Order,Yes,,,,,
10796,29/11/2021,Rwanda,Pumpkin,4," 7,140 ",28560.00,Whole,Pre-Order,No,,,,,
10797,29/04/2021,Sao Tome & Principe,Pumpkin,2," 1,132 ",2264.00,Slice,Pre-Order,No,,,,,
10798,29/04/2021,Senegal,Pumpkin,5," 9,850 ",49250.00,Slice,In-Store,No,,,,,
10799,29/04/2021,Seychelles,Fudge,3," 3,771 ",11313.00,Whole,In-Store,Yes,,,,,
10800,29/04/2021,Sierra Leone,Pumpkin,5," 9,513 ",47565.00,Whole,In-Store,No,,,,,
10801,29/11/2021,Somalia,Apple,5," 6,899 ",34495.00,Slice,Pre-Order,No,,,,,
10802,29/04/2021,South Africa,Pumpkin,2," 1,227 ",2454.00,Slice,Pre-Order,No,,,,,
10803,29/04/2021,South Sudan,Pumpkin,4," 5,720 ",22880.00,Whole,Pre-Order,No,,,,,
10804,29/11/2021,Sudan,Pumpkin,3," 3,370 ",10110.00,Whole,In-Store,Yes,,,,,
10805,20/10/2021,Tanzania,Apple,1," 8,828 ",8828.00,Slice,In-Store,Yes,,,,,
10806,20/10/2021,Togo,Apple,5," 1,310 ",6550.00,Whole,In-Store,No,,,,,
10807,20/10/2021,Tunisia,Apple,1," 6,388 ",6388.00,Slice,In-Store,No,,,,,
10808,20/10/2021,Uganda,Apple,4," 8,975 ",35900.00,Whole,Pre-Order,Yes,,,,,
10809,20/10/2021,Zambia,Pumpkin,5," 1,324 ",6620.00,Slice,In-Store,Yes,,,,,
10810,20/10/2021,Zimbabwe,Pumpkin,5," 6,127 ",30635.00,Whole,Pre-Order,Yes,,,,,
10811,20/10/2021,Algeria,Apple,2," 4,588 ",9176.00,Whole,Pre-Order,No,,,,,
10812,20/10/2021,Angola,Apple,3," 7,556 ",22668.00,Whole,Pre-Order,Yes,,,,,
10813,20/10/2021,Benin,Apple,5," 1,346 ",6730.00,Whole,In-Store,Yes,,,,,
10814,20/10/2021,Botswana,Cherry,2," 5,206 ",10412.00,Whole,In-Store,No,,,,,
10815,20/10/2021,Burkina Faso,Cherry,4," 9,882 ",39528.00,Slice,Pre-Order,No,,,,,
10816,20/10/2021,Burundi,Cherry,2," 3,032 ",6064.00,Slice,In-Store,No,,,,,
10817,20/10/2021,Cabo Verde,Apple,4," 4,378 ",17512.00,Whole,In-Store,Yes,,,,,
10818,20/10/2021,Cameroon,Pumpkin,1," 2,582 ",2582.00,Slice,In-Store,Yes,,,,,
10819,23/07/2019,Central African Republic,Fudge,2," 2,840 ",5680.00,Whole,Pre-Order,Yes,,,,,
10820,23/07/2019,Chad,Fudge,1," 4,032 ",4032.00,Slice,In-Store,No,,,,,
10821,23/07/2019,Comoros,Fudge,4," 9,947 ",39788.00,Whole,Pre-Order,Yes,,,,,
10822,23/07/2019,Congo,Fudge,2," 5,871 ",11742.00,Whole,Pre-Order,Yes,,,,,
10823,23/07/2019,Côte d'Ivoire,Apple,3," 1,240 ",3720.00,Slice,In-Store,No,,,,,
10824,23/07/2019,Djibouti,Apple,2," 6,805 ",13610.00,Whole,Pre-Order,Yes,,,,,
10825,23/07/2019,DR Congo,Fudge,4," 6,302 ",25208.00,Slice,Pre-Order,Yes,,,,,
10826,23/07/2019,Egypt,Fudge,4," 7,700 ",30800.00,Whole,In-Store,No,,,,,
10827,23/07/2019,Equatorial Guinea,Fudge,5," 4,045 ",20225.00,Whole,Pre-Order,Yes,,,,,
10828,23/07/2019,Eritrea,Fudge,3," 5,555 ",16665.00,Slice,Pre-Order,No,,,,,
10829,23/07/2019,Eswatini,Fudge,2," 2,806 ",5612.00,Whole,In-Store,Yes,,,,,
10830,23/07/2019,Ethiopia,Fudge,1," 4,930 ",4930.00,Whole,Pre-Order,Yes,,,,,
10831,23/07/2019,Gabon,Fudge,4," 2,748 ",10992.00,Slice,In-Store,No,,,,,
10832,23/07/2019,Gambia,Apple,5," 1,796 ",8980.00,Slice,Pre-Order,Yes,,,,,
10833,23/07/2019,Ghana,Fudge,1," 2,872 ",2872.00,Whole,Pre-Order,Yes,,,,,
10834,23/07/2019,Guinea,Blueberry,4," 4,085 ",16340.00,Whole,Pre-Order,No,,,,,
10835,23/07/2019,Guinea-Bissau,Apple,5," 1,573 ",7865.00,Whole,Pre-Order,No,,,,,
10836,23/07/2019,Kenya,Blueberry,2," 8,341 ",16682.00,Whole,In-Store,No,,,,,
10837,09/11/2020,Lesotho,Apple,5," 9,026 ",45130.00,Whole,Pre-Order,Yes,,,,,
10838,09/11/2020,Liberia,Apple,3," 7,627 ",22881.00,Slice,Pre-Order,Yes,,,,,
10839,17/04/2021,Libya,Fudge,3," 3,151 ",9453.00,Whole,In-Store,Yes,,,,,
10840,17/04/2021,Madagascar,Apple,4," 4,716 ",18864.00,Whole,Pre-Order,Yes,,,,,
10841,17/04/2021,Malawi,Fudge,5," 1,654 ",8270.00,Whole,In-Store,Yes,,,,,
10842,17/04/2021,Mali,Fudge,1," 8,363 ",8363.00,Slice,In-Store,No,,,,,
10843,17/04/2021,Mauritania,Apple,3," 2,788 ",8364.00,Whole,In-Store,Yes,,,,,
10844,17/04/2021,Mauritius,Apple,5," 6,020 ",30100.00,Whole,Pre-Order,Yes,,,,,
10845,17/04/2021,Morocco,Apple,5," 3,480 ",17400.00,Slice,Pre-Order,Yes,,,,,
10846,17/04/2021,Mozambique,Fudge,1," 4,438 ",4438.00,Whole,In-Store,No,,,,,
10847,17/04/2021,Namibia,Blueberry,3," 4,900 ",14700.00,Slice,Pre-Order,Yes,,,,,
10848,17/04/2021,Niger,Fudge,3," 9,890 ",29670.00,Slice,Pre-Order,No,,,,,
10849,17/04/2021,Nigeria,Fudge,3," 1,394 ",4182.00,Whole,In-Store,No,,,,,
10850,17/04/2021,Rwanda,Fudge,2," 7,400 ",14800.00,Whole,Pre-Order,No,,,,,
10851,17/04/2021,Sao Tome & Principe,Fudge,1," 1,472 ",1472.00,Whole,Pre-Order,No,,,,,
10852,17/04/2021,Senegal,Fudge,1," 2,964 ",2964.00,Whole,Pre-Order,Yes,,,,,
10853,23/08/2020,Seychelles,Blueberry,4," 5,324 ",21296.00,Slice,In-Store,Yes,,,,,
10854,23/08/2020,Sierra Leone,Blueberry,3," 4,334 ",13002.00,Slice,Pre-Order,Yes,,,,,
10855,23/08/2020,Somalia,Blueberry,3," 4,154 ",12462.00,Whole,In-Store,Yes,,,,,
10856,23/08/2020,South Africa,Blueberry,5," 4,119 ",20595.00,Whole,Pre-Order,Yes,,,,,
10857,23/08/2020,South Sudan,Apple,4," 9,197 ",36788.00,Whole,Pre-Order,No,,,,,
10858,23/08/2020,Sudan,Apple,3," 4,892 ",14676.00,Slice,Pre-Order,Yes,,,,,
10859,23/08/2020,Tanzania,Blueberry,5," 8,898 ",44490.00,Slice,Pre-Order,No,,,,,
10860,23/08/2020,Togo,Other,5," 1,722 ",8610.00,Whole,Pre-Order,No,,,,,
10861,06/04/2021,Tunisia,Fudge,4," 8,882 ",35528.00,Slice,Pre-Order,Yes,,,,,
10862,06/04/2021,Uganda,Apple,2," 6,164 ",12328.00,Whole,In-Store,No,,,,,
10863,06/04/2021,Zambia,Apple,1," 3,886 ",3886.00,Whole,In-Store,Yes,,,,,
10864,06/04/2021,Zimbabwe,Fudge,1," 5,387 ",5387.00,Whole,Pre-Order,Yes,,,,,
10865,06/04/2021,Algeria,Fudge,4," 6,674 ",26696.00,Slice,Pre-Order,Yes,,,,,
10866,06/04/2021,Angola,Fudge,2," 6,209 ",12418.00,Whole,In-Store,Yes,,,,,
10867,06/04/2021,Benin,Fudge,2," 1,047 ",2094.00,Slice,Pre-Order,Yes,,,,,
10868,06/04/2021,Botswana,Fudge,3," 5,410 ",16230.00,Whole,In-Store,Yes,,,,,
10869,06/04/2021,Burkina Faso,Fudge,2," 2,673 ",5346.00,Whole,Pre-Order,Yes,,,,,
10870,06/04/2021,Burundi,Fudge,4," 6,933 ",27732.00,Slice,In-Store,Yes,,,,,
10871,06/04/2021,Cabo Verde,Apple,4," 8,074 ",32296.00,Whole,In-Store,Yes,,,,,
10872,06/04/2021,Cameroon,Fudge,2," 6,910 ",13820.00,Whole,Pre-Order,Yes,,,,,
10873,06/04/2021,Central African Republic,Blueberry,3," 7,699 ",23097.00,Slice,Pre-Order,Yes,,,,,
10874,06/04/2021,Chad,Apple,3," 1,798 ",5394.00,Slice,Pre-Order,Yes,,,,,
10875,06/04/2021,Comoros,Blueberry,2," 9,075 ",18150.00,Slice,Pre-Order,Yes,,,,,
10876,06/04/2021,Congo,Apple,3," 4,990 ",14970.00,Whole,In-Store,Yes,,,,,
10877,06/11/2021,Côte d'Ivoire,Pumpkin,2," 2,683 ",5366.00,Whole,In-Store,Yes,,,,,
10878,06/04/2021,Djibouti,Blueberry,1," 8,009 ",8009.00,Slice,In-Store,Yes,,,,,
10879,24/11/2020,DR Congo,Fudge,1," 9,402 ",9402.00,Whole,Pre-Order,Yes,,,,,
10880,24/11/2020,Egypt,Fudge,5," 2,166 ",10830.00,Whole,Pre-Order,Yes,,,,,
10881,24/11/2020,Equatorial Guinea,Pumpkin,5," 1,623 ",8115.00,Slice,In-Store,Yes,,,,,
10882,24/11/2020,Eritrea,Apple,2," 6,053 ",12106.00,Slice,In-Store,Yes,,,,,
10883,24/11/2020,Eswatini,Pumpkin,3," 8,821 ",26463.00,Whole,In-Store,Yes,,,,,
10884,24/11/2020,Ethiopia,Apple,3," 4,196 ",12588.00,Whole,In-Store,Yes,,,,,
10885,24/11/2020,Gabon,Fudge,5," 4,114 ",20570.00,Slice,In-Store,Yes,,,,,
10886,24/11/2020,Gambia,Apple,1," 7,483 ",7483.00,Slice,Pre-Order,Yes,,,,,
10887,24/04/2020,Ghana,Pumpkin,3," 4,928 ",14784.00,Whole,In-Store,Yes,,,,,
10888,21/03/2021,Guinea,Strawberry Rhubarb,5," 8,654 ",43270.00,Slice,Pre-Order,Yes,,,,,
10889,21/03/2021,Guinea-Bissau,Strawberry Rhubarb,3," 1,515 ",4545.00,Whole,Pre-Order,Yes,,,,,
10890,21/03/2021,Kenya,Strawberry Rhubarb,5," 2,803 ",14015.00,Slice,Pre-Order,Yes,,,,,
10891,21/03/2021,Lesotho,Strawberry Rhubarb,3," 7,615 ",22845.00,Slice,Pre-Order,Yes,,,,,
10892,21/03/2021,Liberia,Strawberry Rhubarb,3," 9,658 ",28974.00,Whole,Pre-Order,Yes,,,,,
10893,21/03/2021,Libya,Strawberry Rhubarb,3," 7,499 ",22497.00,Whole,Pre-Order,Yes,,,,,
10894,21/03/2021,Madagascar,Strawberry Rhubarb,5," 3,141 ",15705.00,Slice,In-Store,Yes,,,,,
10895,21/03/2021,Malawi,Strawberry Rhubarb,5," 6,375 ",31875.00,Slice,In-Store,Yes,,,,,
10896,21/03/2021,Mali,Strawberry Rhubarb,4," 7,083 ",28332.00,Slice,In-Store,Yes,,,,,
10897,21/03/2021,Mauritania,Strawberry Rhubarb,4," 8,608 ",34432.00,Whole,In-Store,Yes,,,,,
10898,21/03/2021,Mauritius,Strawberry Rhubarb,1," 1,929 ",1929.00,Whole,Pre-Order,Yes,,,,,
10899,21/03/2021,Morocco,Strawberry Rhubarb,2," 5,250 ",10500.00,Whole,Pre-Order,Yes,,,,,
10900,21/03/2021,Mozambique,Strawberry Rhubarb,4," 7,004 ",28016.00,Slice,Pre-Order,Yes,,,,,
10901,21/03/2021,Namibia,Strawberry Rhubarb,2," 8,152 ",16304.00,Slice,Pre-Order,Yes,,,,,
10902,21/03/2021,Niger,Strawberry Rhubarb,4," 6,637 ",26548.00,Whole,Pre-Order,Yes,,,,,
10903,21/03/2021,Nigeria,Pumpkin,3," 2,845 ",8535.00,Slice,Pre-Order,Yes,,,,,
10904,21/03/2021,Rwanda,Pumpkin,4," 9,589 ",38356.00,Whole,In-Store,Yes,,,,,
10905,24/01/2021,Sao Tome & Principe,Fudge,4," 5,313 ",21252.00,Slice,Pre-Order,Yes,,,,,
10906,24/01/2021,Senegal,Fudge,3," 2,508 ",7524.00,Slice,In-Store,Yes,,,,,
10907,24/01/2021,Seychelles,Fudge,2," 1,209 ",2418.00,Whole,Pre-Order,Yes,,,,,
10908,24/01/2021,Sierra Leone,Apple,5," 6,493 ",32465.00,Whole,Pre-Order,Yes,,,,,
10909,24/01/2021,Somalia,Apple,3," 2,224 ",6672.00,Whole,In-Store,Yes,,,,,
10910,24/01/2021,South Africa,Fudge,5," 9,582 ",47910.00,Slice,In-Store,Yes,,,,,
10911,24/01/2021,South Sudan,Fudge,3," 1,929 ",5787.00,Whole,In-Store,Yes,,,,,
10912,24/01/2021,Sudan,Fudge,3," 7,339 ",22017.00,Slice,Pre-Order,Yes,,,,,
10913,24/01/2021,Tanzania,Fudge,3," 1,947 ",5841.00,Slice,Pre-Order,Yes,,,,,
10914,24/01/2021,Togo,Fudge,5," 6,808 ",34040.00,Slice,Pre-Order,Yes,,,,,
10915,24/01/2021,Tunisia,Fudge,1," 7,060 ",7060.00,Slice,Pre-Order,Yes,,,,,
10916,24/01/2021,Uganda,Fudge,4," 5,810 ",23240.00,Whole,Pre-Order,Yes,,,,,
10917,24/01/2021,Zambia,Apple,3," 7,866 ",23598.00,Whole,In-Store,Yes,,,,,
10918,09/03/2020,Zimbabwe,Strawberry Rhubarb,2," 8,534 ",17068.00,Slice,In-Store,Yes,,,,,
10919,09/03/2020,Algeria,Strawberry Rhubarb,3," 3,056 ",9168.00,Whole,Pre-Order,Yes,,,,,
10920,09/03/2020,Angola,Strawberry Rhubarb,5," 5,420 ",27100.00,Whole,In-Store,Yes,,,,,
10921,09/03/2020,Benin,Strawberry Rhubarb,2," 4,381 ",8762.00,Slice,Pre-Order,Yes,,,,,
10922,09/03/2020,Botswana,Strawberry Rhubarb,2," 3,715 ",7430.00,Slice,In-Store,Yes,,,,,
10923,09/03/2020,Burkina Faso,Strawberry Rhubarb,1," 2,474 ",2474.00,Slice,Pre-Order,Yes,,,,,
10924,09/03/2020,Burundi,Strawberry Rhubarb,3," 1,434 ",4302.00,Whole,In-Store,Yes,,,,,
10925,09/03/2020,Cabo Verde,Strawberry Rhubarb,2," 5,641 ",11282.00,Whole,In-Store,Yes,,,,,
10926,09/03/2020,Cameroon,Strawberry Rhubarb,4," 8,219 ",32876.00,Whole,Pre-Order,Yes,,,,,
10927,09/03/2020,Central African Republic,Strawberry Rhubarb,2," 2,375 ",4750.00,Slice,In-Store,Yes,,,,,
10928,09/03/2020,Chad,Strawberry Rhubarb,1," 4,986 ",4986.00,Whole,In-Store,Yes,,,,,
10929,26/12/2020,Comoros,Pumpkin,1," 3,089 ",3089.00,Slice,Pre-Order,Yes,,,,,
10930,26/12/2020,Congo,Pumpkin,1," 1,094 ",1094.00,Slice,In-Store,Yes,,,,,
10931,26/12/2020,Côte d'Ivoire,Pumpkin,1," 8,203 ",8203.00,Slice,In-Store,Yes,,,,,
10932,26/12/2020,Djibouti,Pumpkin,4," 7,855 ",31420.00,Slice,Pre-Order,Yes,,,,,
10933,26/12/2020,DR Congo,Pumpkin,1," 5,235 ",5235.00,Whole,In-Store,Yes,,,,,
10934,26/12/2020,Egypt,Pumpkin,2," 2,657 ",5314.00,Whole,In-Store,Yes,,,,,
10935,26/12/2020,Equatorial Guinea,Pumpkin,5," 9,778 ",48890.00,Slice,Pre-Order,Yes,,,,,
10936,26/12/2020,Eritrea,Fudge,4," 8,681 ",34724.00,Slice,Pre-Order,Yes,,,,,
10937,26/12/2020,Eswatini,Fudge,2," 9,061 ",18122.00,Whole,Pre-Order,Yes,,,,,
10938,26/12/2020,Ethiopia,Fudge,1," 4,183 ",4183.00,Whole,In-Store,Yes,,,,,
10939,26/12/2020,Gabon,Fudge,5," 3,912 ",19560.00,Slice,In-Store,Yes,,,,,
10940,26/12/2020,Gambia,Apple,3," 8,125 ",24375.00,Whole,Pre-Order,Yes,,,,,
10941,26/12/2020,Ghana,Apple,5," 6,191 ",30955.00,Slice,In-Store,Yes,,,,,
10942,26/12/2020,Guinea,Fudge,2," 2,912 ",5824.00,Slice,Pre-Order,Yes,,,,,
10943,26/12/2020,Guinea-Bissau,Fudge,2," 7,783 ",15566.00,Whole,Pre-Order,Yes,,,,,
10944,26/12/2020,Kenya,Fudge,5," 6,103 ",30515.00,Slice,Pre-Order,Yes,,,,,
10945,26/12/2020,Lesotho,Fudge,2," 1,116 ",2232.00,Slice,Pre-Order,Yes,,,,,
10946,26/12/2020,Liberia,Fudge,3," 7,107 ",21321.00,Slice,In-Store,Yes,,,,,
10947,03/04/2021,Libya,Apple,1," 6,307 ",6307.00,Slice,Pre-Order,Yes,,,,,
10948,03/04/2021,Madagascar,Blueberry,3," 9,682 ",29046.00,Slice,In-Store,Yes,,,,,
10949,03/04/2021,Malawi,Blueberry,5," 5,129 ",25645.00,Whole,In-Store,Yes,,,,,
10950,03/04/2021,Mali,Blueberry,1," 6,646 ",6646.00,Slice,In-Store,Yes,,,,,
10951,03/04/2021,Mauritania,Blueberry,5," 6,842 ",34210.00,Slice,Pre-Order,Yes,,,,,
10952,03/04/2021,Mauritius,Blueberry,2," 6,908 ",13816.00,Slice,Pre-Order,Yes,,,,,
10953,03/04/2021,Morocco,Apple,4," 8,408 ",33632.00,Slice,Pre-Order,Yes,,,,,
10954,09/07/2021,Mozambique,Fudge,4," 4,434 ",17736.00,Whole,In-Store,Yes,,,,,
10955,09/07/2021,Namibia,Fudge,2," 6,732 ",13464.00,Slice,In-Store,Yes,,,,,
10956,09/07/2021,Niger,Pumpkin,4," 2,599 ",10396.00,Slice,Pre-Order,Yes,,,,,
10957,09/07/2021,Nigeria,Apple,2," 8,754 ",17508.00,Slice,Pre-Order,Yes,,,,,
10958,09/07/2021,Rwanda,Apple,2," 6,720 ",13440.00,Slice,In-Store,Yes,,,,,
10959,09/07/2021,Sao Tome & Principe,Fudge,4," 1,168 ",4672.00,Whole,Pre-Order,Yes,,,,,
10960,09/07/2021,Senegal,Strawberry Rhubarb,2," 9,994 ",19988.00,Slice,Pre-Order,Yes,,,,,
10961,09/07/2021,Seychelles,Pumpkin,1," 7,924 ",7924.00,Whole,Pre-Order,Yes,,,,,
10962,09/07/2021,Sierra Leone,Pumpkin,4," 1,795 ",7180.00,Whole,In-Store,Yes,,,,,
10963,09/07/2021,Somalia,Fudge,1," 5,429 ",5429.00,Slice,Pre-Order,Yes,,,,,
10964,09/07/2021,South Africa,Fudge,5," 8,287 ",41435.00,Slice,Pre-Order,Yes,,,,,
10965,09/07/2021,South Sudan,Pumpkin,3," 2,467 ",7401.00,Whole,In-Store,Yes,,,,,
10966,09/07/2021,Sudan,Pumpkin,4," 4,164 ",16656.00,Whole,In-Store,Yes,,,,,
10967,09/07/2021,Tanzania,Pumpkin,1," 6,303 ",6303.00,Slice,Pre-Order,Yes,,,,,
10968,09/07/2021,Togo,Pumpkin,4," 6,773 ",27092.00,Slice,Pre-Order,Yes,,,,,
10969,03/11/2021,Tunisia,Apple,4," 5,921 ",23684.00,Whole,In-Store,Yes,,,,,
10970,03/11/2021,Uganda,Cherry,4," 7,127 ",28508.00,Slice,Pre-Order,Yes,,,,,
10971,03/11/2021,Zambia,Pumpkin,5," 8,636 ",43180.00,Slice,Pre-Order,Yes,,,,,
10972,03/11/2021,Zimbabwe,Cherry,2," 9,908 ",19816.00,Slice,In-Store,Yes,,,,,
10973,03/11/2021,Algeria,Apple,4," 1,521 ",6084.00,Whole,Pre-Order,Yes,,,,,
10974,03/11/2021,Angola,Cherry,1," 7,128 ",7128.00,Slice,In-Store,Yes,,,,,
10975,03/11/2021,Benin,Cherry,1," 6,114 ",6114.00,Whole,In-Store,Yes,,,,,
10976,03/11/2021,Botswana,Pumpkin,4," 8,372 ",33488.00,Slice,Pre-Order,Yes,,,,,
10977,03/11/2021,Burkina Faso,Cherry,4," 5,309 ",21236.00,Whole,Pre-Order,Yes,,,,,
10978,03/11/2021,Burundi,Cherry,1," 4,710 ",4710.00,Whole,In-Store,Yes,,,,,
10979,03/11/2021,Cabo Verde,Cherry,5," 9,242 ",46210.00,Slice,Pre-Order,Yes,,,,,
10980,03/11/2021,Cameroon,Pumpkin,5," 9,182 ",45910.00,Whole,Pre-Order,Yes,,,,,
10981,03/11/2021,Central African Republic,Cherry,5," 8,722 ",43610.00,Slice,Pre-Order,Yes,,,,,
10982,09/11/2020,Chad,Pumpkin,1," 4,031 ",4031.00,Whole,Pre-Order,Yes,,,,,
10983,09/11/2020,Comoros,Pumpkin,5," 8,570 ",42850.00,Whole,In-Store,Yes,,,,,
10984,09/11/2020,Congo,Pumpkin,1," 4,341 ",4341.00,Whole,Pre-Order,Yes,,,,,
10985,09/11/2020,Côte d'Ivoire,Pumpkin,4," 5,260 ",21040.00,Whole,In-Store,Yes,,,,,
10986,20/11/2020,Djibouti,Strawberry Rhubarb,5," 6,732 ",33660.00,Slice,In-Store,Yes,,,,,
